activity_id,bookings_during,bookings_baseline,lift,channel,restaurant_id,activity_start,activity_end,window_hours,crm_campaign_name,crm_topic,crm_audience,kol_platform,kol_username,kol_post_url,fb_campaign,fb_amount_spent_thb,window_days,lift_per_day,cost_per_incremental_booking,total_campaign_revenue_x,aov_thb,total_campaign_revenue_y,total_campaign_revenue,incremental_revenue_thb,roi,roi_percentage
CRM_6fb3470a32d8,2.0,1.0,1.0,CRM,2749.0,2025-12-02,2025-12-04,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251202_1100_atrium-restaurant-the-landmark-dec25,atrium-restaurant-the-landmark-dec25,single,,,,,0.0,2.0,0.5,,414.1,207.05,414.1,414.1,207.05,,
CRM_7020df09c08d,1.0,2.0,-1.0,CRM,1483.0,2025-09-18,2025-09-20,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250918_1500_ads-ssd-praya-kitchen-sep25,ads-ssd-praya-kitchen-sep25,single,,,,,0.0,2.0,-0.5,,299.8,299.8,299.8,299.8,-299.8,,
CRM_70442aa8f04a,5.0,6.0,-1.0,CRM,370.0,2025-10-14,2025-10-16,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251014_1700_ads-orchid-cafe-at-sheraton-oct25,ads-orchid-cafe-at-sheraton-oct25,single,,,,,0.0,2.0,-0.5,,1479.4,295.88,1479.4,1479.4,-295.88,,
CRM_70b025781fee,7.0,9.0,-2.0,CRM,2536.0,2025-06-14,2025-06-16,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250614_1500_ads-giorgio-s-riverside-jun25,ads-giorgio-s-riverside-jun25,single,,,,,0.0,2.0,-1.0,,1209.6,172.79999999999998,1209.6,1209.6,-345.59999999999997,,
CRM_710c968f26ce,7.0,4.0,3.0,CRM,2483.0,2025-08-04,2025-08-06,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250804_1100_xin-tian-di-aug25,xin-tian-di-aug25,single,,,,,0.0,2.0,1.5,,1811.52,258.7885714285714,1811.52,1811.52,776.3657142857141,,
CRM_721d8a7e6716,8.0,4.0,4.0,CRM,370.0,2025-12-07,2025-12-09,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251207_1700_orchid-cafe-at-sheraton-christmas-dec25,orchid-cafe-at-sheraton-christmas-dec25,single,,,,,0.0,2.0,2.0,,2983.4,372.925,2983.4,2983.4,1491.7,,
CRM_74734fbbbc0a,1.0,4.0,-3.0,CRM,5046.0,2025-06-01,2025-06-03,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250601_1700_11th-copper-aquarium-jun25,11th-copper-aquarium-jun25,single,,,,,0.0,2.0,-1.5,,210.0,210.0,210.0,210.0,-630.0,,
CRM_74dd93f8f88d,5.0,4.0,1.0,CRM,1023.0,2025-07-24,2025-07-26,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250724_1100_the-emperor-montien-jul25,the-emperor-montien-jul25,single,,,,,0.0,2.0,0.5,,822.0,164.4,822.0,822.0,164.4,,
CRM_7568b22203a2,6.0,4.0,2.0,CRM,4403.0,2025-06-25,2025-06-27,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250625_1100_11th-food-exchange-restaurant-jun25,11th-food-exchange-restaurant-jun25,single,,,,,0.0,2.0,1.0,,1090.44,181.74,1090.44,1090.44,363.48,,
CRM_767223a1daea,4.0,9.0,-5.0,CRM,2252.0,2025-12-30,2026-01-01,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20251230_1100_beef-express-dec25,beef-express-dec25,group,,,,,0.0,2.0,-2.5,,676.0,169.0,676.0,676.0,-845.0,,
CRM_772d084955e3,1.0,1.0,0.0,CRM,4430.0,2025-07-24,2025-07-26,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250724_1700_ads-shabushi-jul25,ads-shabushi-jul25,group,,,,,0.0,2.0,0.0,,133.2,133.2,133.2,133.2,0.0,,
CRM_781f19e4ffe6,1.0,0.0,1.0,CRM,4880.0,2025-12-23,2025-12-25,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251223_1100_newyear-praya-dining-dec25,newyear-praya-dining-dec25,single,,,,,0.0,2.0,0.5,,262.8,262.8,262.8,262.8,262.8,,
CRM_7894a74aaa99,1.0,2.0,-1.0,CRM,2015.0,2025-03-29,2025-03-31,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250329_1300_mmd-ventisi-restaurant-centara-grand-mar25,mmd-ventisi-restaurant-centara-grand-mar25,single,,,,,0.0,2.0,-0.5,,239.8,239.8,239.8,239.8,-239.8,,
CRM_78acd3c7dd24,2.0,0.0,2.0,CRM,1365.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,1.0,,243.36,121.68,243.36,243.36,243.36,,
CRM_78beaf347012,7.0,7.0,0.0,CRM,712.0,2025-09-18,2025-09-20,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250918_1700_ssd-vertigo-too-banyan-tree-sep25,ssd-vertigo-too-banyan-tree-sep25,single,,,,,0.0,2.0,0.0,,1978.6000000000001,282.6571428571429,1978.6000000000001,1978.6000000000001,0.0,,
CRM_790c09733481,2.0,1.0,1.0,CRM,3569.0,2025-08-09,2025-08-11,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250809_1700_mother-day-china-table-aug25,mother-day-china-table-aug25,single,,,,,0.0,2.0,0.5,,275.2,137.6,275.2,275.2,137.6,,
CRM_796d8f6f9851,17.0,21.0,-4.0,CRM,894.0,2025-05-09,2025-05-11,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250509_1500_romsai-banyan-tree-may25,romsai-banyan-tree-may25,single,,,,,0.0,2.0,-2.0,,4836.8,284.5176470588235,4836.8,4836.8,-1138.070588235294,,
CRM_798a05b24750,4.0,3.0,1.0,CRM,1768.0,2025-03-16,2025-03-18,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250316_1100_mmd-the-map-mestyle-mar25,mmd-the-map-mestyle-mar25,single,,,,,0.0,2.0,0.5,,765.48,191.37,765.48,765.48,191.37,,
CRM_7a4b26ff7dda,17.0,29.0,-12.0,CRM,2925.0,2025-05-10,2025-05-12,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250510_1100_jw-cafe-at-jw-marriott-may25,jw-cafe-at-jw-marriott-may25,single,,,,,0.0,2.0,-6.0,,7680.8,451.81176470588235,7680.8,7680.8,-5421.7411764705885,,
CRM_7afde42a5739,1.0,1.0,0.0,CRM,3717.0,2025-06-26,2025-06-28,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250626_1500_11th-orbit-restaurant-grande-jun25,11th-orbit-restaurant-grande-jun25,single,,,,,0.0,2.0,0.0,,702.0,702.0,702.0,702.0,0.0,,
CRM_7b759582bb86,1.0,2.0,-1.0,CRM,3934.0,2025-12-17,2025-12-19,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251217_1700_ny-cielo-sky-bar-restaurant-dec25,ny-cielo-sky-bar-restaurant-dec25,single,,,,,0.0,2.0,-0.5,,270.0,270.0,270.0,270.0,-270.0,,
CRM_7c0ed5cf14b1,2.0,1.0,1.0,CRM,3543.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,0.5,,292.08000000000004,146.04000000000002,292.08000000000004,292.08000000000004,146.04000000000002,,
CRM_7d1615cbf543,2.0,2.0,0.0,CRM,2102.0,2025-11-02,2025-11-04,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251102_1100_jumbo-seafood-sep25,jumbo-seafood-sep25,single,,,,,0.0,2.0,0.0,,809.7,404.85,809.7,809.7,0.0,,
CRM_7d671497d194,5.0,8.0,-3.0,CRM,5196.0,2025-03-12,2025-03-14,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250312_1700_stock-room-mar25,stock-room-mar25,single,,,,,0.0,2.0,-1.5,,1188.0,237.6,1188.0,1188.0,-712.8,,
CRM_7d6e88c3e26f,7.0,5.0,2.0,CRM,982.0,2025-01-07,2025-01-09,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250107_1100_prince-cafe-jan25,prince-cafe-jan25,group,,,,,0.0,2.0,1.0,,1184.4,169.20000000000002,1184.4,1184.4,338.40000000000003,,
CRM_7dd211dc3848,2.0,0.0,2.0,CRM,3818.0,2025-02-20,2025-02-22,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250220_1900_w-omakase-feb25,w-omakase-feb25,single,,,,,0.0,2.0,1.0,,1066.56,533.28,1066.56,1066.56,1066.56,,
CRM_7dda928668ec,12.0,5.0,7.0,CRM,1826.0,2025-10-17,2025-10-19,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251017_1500_57th-street-marriott-oct25,57th-street-marriott-oct25,single,,,,,0.0,2.0,3.5,,2167.5,180.625,2167.5,2167.5,1264.375,,
CRM_7e3611414af3,2.0,0.0,2.0,CRM,4619.0,2025-07-18,2025-07-20,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250718_1700_ads-moru-sushi-2-jul25,ads-moru-sushi-2-jul25,single,,,,,0.0,2.0,1.0,,431.52,215.76,431.52,431.52,431.52,,
CRM_7e41a5a9bf82,27.0,27.0,0.0,CRM,5149.0,2025-01-10,2025-01-12,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250110_1900_nama-japanese-and-seafood-jan25,nama-japanese-and-seafood-jan25,single,,,,,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0,,
CRM_809985be1972,1.0,0.0,1.0,CRM,5428.0,2025-06-10,2025-06-12,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250610_1700_ads-11th-shoko-omakase-jun25,ads-11th-shoko-omakase-jun25,single,,,,,0.0,2.0,0.5,,599.76,599.76,599.76,599.76,599.76,,
CRM_81a43a6806ee,3.0,3.0,0.0,CRM,4263.0,2025-06-04,2025-06-06,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250604_1700_11th-feast-at-royal-orchid-jun25,11th-feast-at-royal-orchid-jun25,single,,,,,0.0,2.0,0.0,,4226.6,1408.8666666666668,4226.6,4226.6,0.0,,
CRM_8213f33df9b3,3.0,3.0,0.0,CRM,2506.0,2025-11-24,2025-11-26,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251124_1500_saffron-contemporary-nov25,saffron-contemporary-nov25,single,,,,,0.0,2.0,0.0,,667.0,222.33333333333334,667.0,667.0,0.0,,
CRM_83041ff0e77e,1.0,3.0,-2.0,CRM,1336.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,-1.0,,162.24,162.24,162.24,162.24,-324.48,,
CRM_832c3263a2f4,4.0,4.0,0.0,CRM,4763.0,2025-10-22,2025-10-24,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251022_1500_chon-som-at-courtyard-oct25,chon-som-at-courtyard-oct25,single,,,,,0.0,2.0,0.0,,1284.48,321.12,1284.48,1284.48,0.0,,
CRM_833a259ba50f,1.0,1.0,0.0,CRM,2294.0,2025-12-19,2025-12-21,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251219_1500_christmas-market-cafe-dec25,christmas-market-cafe-dec25,single,,,,,0.0,2.0,0.0,,109.9,109.9,109.9,109.9,0.0,,
CRM_841ba17b5f10,5.0,7.0,-2.0,CRM,4801.0,2025-08-11,2025-08-13,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250811_1700_charoen-rung-rueang-aug25,charoen-rung-rueang-aug25,single,,,,,0.0,2.0,-1.0,,3598.2000000000003,719.6400000000001,3598.2000000000003,3598.2000000000003,-1439.2800000000002,,
CRM_8463a8091b94,4.0,1.0,3.0,CRM,4511.0,2025-02-01,2025-02-03,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250201_1500_dark-waters-rooftop-bar-feb25,dark-waters-rooftop-bar-feb25,single,,,,,0.0,2.0,1.5,,907.2,226.8,907.2,907.2,680.4000000000001,,
CRM_848b6e462036,2.0,2.0,0.0,CRM,1579.0,2025-11-15,2025-11-17,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251115_1500_seen-rooftop-avani-riverside-nov25,seen-rooftop-avani-riverside-nov25,single,,,,,0.0,2.0,0.0,,798.0,399.0,798.0,798.0,0.0,,
CRM_8554a78ebcdd,12.0,10.0,2.0,CRM,3596.0,2025-10-04,2025-10-06,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251004_1700_ads-deja-brew-lifestyle-cafe-oct25,ads-deja-brew-lifestyle-cafe-oct25,single,,,,,0.0,2.0,1.0,,1764.6,147.04999999999998,1764.6,1764.6,294.09999999999997,,
CRM_855b9eade6e5,34.0,29.0,5.0,CRM,370.0,2025-03-10,2025-03-12,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250310_1700_mmd-orchid-cafe-mar25,mmd-orchid-cafe-mar25,single,,,,,0.0,2.0,2.5,,6634.2,195.1235294117647,6634.2,6634.2,975.6176470588235,,
CRM_863518cb7175,1.0,1.0,0.0,CRM,1336.0,2025-06-14,2025-06-16,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250614_1100_11th-you-i-premium-suki-buffet-jun25,11th-you-i-premium-suki-buffet-jun25,group,,,,,0.0,2.0,0.0,,121.68,121.68,121.68,121.68,0.0,,
CRM_864a9e41c28b,1.0,3.0,-2.0,CRM,4174.0,2025-01-20,2025-01-22,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250120_1500_wagyu-yakiniku-ken-jan25,wagyu-yakiniku-ken-jan25,single,,,,,0.0,2.0,-1.0,,701.28,701.28,701.28,701.28,-1402.56,,
CRM_869e348fe069,2.0,0.0,2.0,CRM,2884.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,1.0,,235.28,117.64,235.28,235.28,235.28,,
CRM_86de63a49d05,2.0,0.0,2.0,CRM,5263.0,2025-09-14,2025-09-16,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250914_1700_ssd-kaenkrung-sep25,ssd-kaenkrung-sep25,single,,,,,0.0,2.0,1.0,,558.0,279.0,558.0,558.0,558.0,,
CRM_8839c64063a6,2.0,3.0,-1.0,CRM,3111.0,2025-01-05,2025-01-07,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250105_1300_you-i-premium-suki-buffet-jan25,you-i-premium-suki-buffet-jan25,group,,,,,0.0,2.0,-0.5,,298.8,149.4,298.8,298.8,-149.4,,
CRM_884345bcc742,3.0,0.0,3.0,CRM,1747.0,2025-11-23,2025-11-25,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251123_1100_jumbo-seafood-nov25,jumbo-seafood-nov25,single,,,,,0.0,2.0,1.5,,1499.2,499.73333333333335,1499.2,1499.2,1499.2,,
CRM_8938c46fac14,8.0,7.0,1.0,CRM,3005.0,2025-10-21,2025-10-23,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251021_1500_great-harbour-oct25,great-harbour-oct25,single,,,,,0.0,2.0,0.5,,2213.2,276.65,2213.2,2213.2,276.65,,
CRM_896adeb76921,14.0,12.0,2.0,CRM,2925.0,2025-03-22,2025-03-24,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250322_1100_jw-cafe-at-jw-marriott-mar25,jw-cafe-at-jw-marriott-mar25,single,,,,,0.0,2.0,1.0,,5449.9,389.2785714285714,5449.9,5449.9,778.5571428571428,,
CRM_89fef0699e5e,7.0,7.0,0.0,CRM,426.0,2025-05-27,2025-05-29,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250527_1100_audrey-cafe-may25,audrey-cafe-may25,group,,,,,0.0,2.0,0.0,,801.14,114.44857142857143,801.14,801.14,0.0,,
CRM_8a81fad150c3,1.0,1.0,0.0,CRM,3660.0,2025-01-05,2025-01-07,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250105_1300_you-i-premium-suki-buffet-jan25,you-i-premium-suki-buffet-jan25,group,,,,,0.0,2.0,0.0,,153.76,153.76,153.76,153.76,0.0,,
CRM_8b6210f02f97,2.0,1.0,1.0,CRM,3908.0,2025-06-14,2025-06-16,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250614_1100_11th-you-i-premium-suki-buffet-jun25,11th-you-i-premium-suki-buffet-jun25,group,,,,,0.0,2.0,0.5,,219.04000000000002,109.52000000000001,219.04000000000002,219.04000000000002,109.52000000000001,,
CRM_8bb9d8bfcbff,4.0,0.0,4.0,CRM,945.0,2025-06-27,2025-06-29,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250627_1500_11th-crave-aloft-bangkok-jun25,11th-crave-aloft-bangkok-jun25,single,,,,,0.0,2.0,2.0,,735.5,183.875,735.5,735.5,735.5,,
CRM_8be0413e3010,2.0,1.0,1.0,CRM,5183.0,2025-12-10,2025-12-12,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251210_1500_christmas-the-brasserie-dec25,christmas-the-brasserie-dec25,single,,,,,0.0,2.0,0.5,,748.56,374.28,748.56,748.56,374.28,,
CRM_8dad9c37b939,10.0,13.0,-3.0,CRM,370.0,2025-09-18,2025-09-20,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250918_1100_ssd-orchid-cafe-at-sheraton-sep25,ssd-orchid-cafe-at-sheraton-sep25,single,,,,,0.0,2.0,-1.5,,3270.9,327.09000000000003,3270.9,3270.9,-981.2700000000001,,
CRM_8db9defa8185,2.0,2.0,0.0,CRM,4138.0,2025-09-26,2025-09-28,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250926_1100_ssd-mimosa-mediterranean-sep25,ssd-mimosa-mediterranean-sep25,single,,,,,0.0,2.0,0.0,,486.0,243.0,486.0,486.0,0.0,,
CRM_8e0b5b965232,5.0,3.0,2.0,CRM,1768.0,2025-07-23,2025-07-25,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250723_1700_the-map-mestyle-jul25,the-map-mestyle-jul25,single,,,,,0.0,2.0,1.0,,1071.84,214.368,1071.84,1071.84,428.736,,
CRM_8e70135a9b94,1.0,3.0,-2.0,CRM,5524.0,2025-05-19,2025-05-21,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250519_1700_gravity-87-rooftop-may25,gravity-87-rooftop-may25,single,,,,,0.0,2.0,-1.0,,142.5,142.5,142.5,142.5,-285.0,,
CRM_8f45108daec2,4.0,1.0,3.0,CRM,2002.0,2025-07-17,2025-07-19,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250717_1500_oishi-eaterium-jul25,oishi-eaterium-jul25,group,,,,,0.0,2.0,1.5,,699.0,174.75,699.0,699.0,524.25,,
CRM_9053eb1c4350,2.0,1.0,1.0,CRM,4088.0,2025-01-17,2025-01-19,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250117_1100_kunshine-hotpot-jan25,kunshine-hotpot-jan25,group,,,,,0.0,2.0,0.5,,359.28,179.64,359.28,359.28,179.64,,
CRM_90fbd17cc9f5,3.0,6.0,-3.0,CRM,4763.0,2025-11-23,2025-11-25,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251123_1700_chon-som-at-courtyard-nov25,chon-som-at-courtyard-nov25,single,,,,,0.0,2.0,-1.5,,1709.76,569.92,1709.76,1709.76,-1709.7599999999998,,
CRM_91df99e4cf33,10.0,9.0,1.0,CRM,4254.0,2025-05-16,2025-05-18,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250516_1100_ava-brasserie-may25,ava-brasserie-may25,single,,,,,0.0,2.0,0.5,,3061.8,306.18,3061.8,3061.8,306.18,,
CRM_91eb1288b4d5,1.0,3.0,-2.0,CRM,3543.0,2025-01-05,2025-01-07,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250105_1300_you-i-premium-suki-buffet-jan25,you-i-premium-suki-buffet-jan25,group,,,,,0.0,2.0,-1.0,,119.52,119.52,119.52,119.52,-239.04,,
CRM_9221a9a41258,16.0,15.0,1.0,CRM,2925.0,2025-09-14,2025-09-16,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250914_1100_ssd-jw-cafe-at-jw-marriott-sep25,ssd-jw-cafe-at-jw-marriott-sep25,single,,,,,0.0,2.0,0.5,,4177.1,261.06875,4177.1,4177.1,261.06875,,
CRM_928e80c73eca,19.0,11.0,8.0,CRM,3629.0,2025-02-12,2025-02-14,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250212_1500_savio-at-chatrium-grand-feb25,savio-at-chatrium-grand-feb25,single,,,,,0.0,2.0,4.0,,5325.599999999999,280.29473684210524,5325.599999999999,5325.599999999999,2242.357894736842,,
CRM_9304ff5ac3f3,4.0,0.0,4.0,CRM,5558.0,2025-11-13,2025-11-15,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251113_1700_ads-the-square-at-novotel-bangkok-nov25,ads-the-square-at-novotel-bangkok-nov25,single,,,,,0.0,2.0,2.0,,1311.6,327.9,1311.6,1311.6,1311.6,,
CRM_9307e7da218c,3.0,1.0,2.0,CRM,4800.0,2025-09-15,2025-09-17,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250915_1500_ssd-charoen-rung-rueang-rama-3-sep25,ssd-charoen-rung-rueang-rama-3-sep25,single,,,,,0.0,2.0,1.0,,1999.0,666.3333333333334,1999.0,1999.0,1332.6666666666667,,
CRM_9316cb270c44,9.0,7.0,2.0,CRM,4763.0,2025-08-08,2025-08-10,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250808_1500_mother-day-chon-som-aug25,mother-day-chon-som-aug25,single,,,,,0.0,2.0,1.0,,3424.92,380.5466666666667,3424.92,3424.92,761.0933333333334,,
CRM_93636d0c4715,1.0,2.0,-1.0,CRM,1483.0,2025-08-31,2025-09-02,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250831_1100_praya-kitchen-aug25,praya-kitchen-aug25,single,,,,,0.0,2.0,-0.5,,879.2,879.2,879.2,879.2,-879.2,,
CRM_9412f463457c,2.0,1.0,1.0,CRM,2429.0,2025-09-22,2025-09-24,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250922_1500_ssd-sui-sian-restaurant-sep25,ssd-sui-sian-restaurant-sep25,single,,,,,0.0,2.0,0.5,,1190.0,595.0,1190.0,1190.0,595.0,,
CRM_94148cc0f012,4.0,0.0,4.0,CRM,1337.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,2.0,,559.92,139.98,559.92,559.92,559.92,,
CRM_949d9efa22d1,1.0,1.0,0.0,CRM,2853.0,2025-02-11,2025-02-13,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250211_1100_above-riva-at-riva-arun-feb25,above-riva-at-riva-arun-feb25,single,,,,,0.0,2.0,0.0,,199.8,199.8,199.8,199.8,0.0,,
CRM_94baf0cae9e4,8.0,3.0,5.0,CRM,2928.0,2025-09-19,2025-09-21,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250919_1100_ssd-seasonal-tastes-sep25,ssd-seasonal-tastes-sep25,single,,,,,0.0,2.0,2.5,,1824.0,228.0,1824.0,1824.0,1140.0,,
CRM_95017c681bdc,5.0,3.0,2.0,CRM,2005.0,2025-07-17,2025-07-19,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250717_1500_oishi-eaterium-jul25,oishi-eaterium-jul25,group,,,,,0.0,2.0,1.0,,978.6,195.72,978.6,978.6,391.44,,
CRM_955582f52f8d,4.0,0.0,4.0,CRM,1656.0,2025-12-27,2025-12-29,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251227_1700_ny-fallabella-river-front-iconsiam-dec25,ny-fallabella-river-front-iconsiam-dec25,single,,,,,0.0,2.0,2.0,,1275.8,318.95,1275.8,1275.8,1275.8,,
CRM_95a98fe47a50,5.0,1.0,4.0,CRM,3569.0,2025-06-12,2025-06-14,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250612_1100_11th-china-table-radisson-blu-jun25,11th-china-table-radisson-blu-jun25,single,,,,,0.0,2.0,2.0,,748.0,149.6,748.0,748.0,598.4,,
CRM_9623d869920a,3.0,1.0,2.0,CRM,6460.0,2025-10-27,2025-10-29,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251027_1500_meridian-cruise-2-bangkok-oct25,meridian-cruise-2-bangkok-oct25,single,,,,,0.0,2.0,1.0,,1809.96,603.32,1809.96,1809.96,1206.64,,
CRM_977ce63f7bab,3.0,4.0,-1.0,CRM,1728.0,2025-09-02,2025-09-04,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250902_1100_ssd-albricias-at-chatrium-sep25,ssd-albricias-at-chatrium-sep25,single,,,,,0.0,2.0,-0.5,,2143.0,714.3333333333334,2143.0,2143.0,-714.3333333333334,,
CRM_9789612891d4,23.0,7.0,16.0,CRM,2004.0,2025-02-28,2025-03-02,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250228_1500_oishi-eaterium-feb25,oishi-eaterium-feb25,group,,,,,0.0,2.0,8.0,,4082.1000000000004,177.4826086956522,4082.1000000000004,4082.1000000000004,2839.7217391304353,,
CRM_979c8cfe24af,3.0,0.0,3.0,CRM,835.0,2025-01-12,2025-01-14,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250112_1100_red-oven-so-bangkok-jan25,red-oven-so-bangkok-jan25,single,,,,,0.0,2.0,1.5,,2211.0,737.0,2211.0,2211.0,2211.0,,
CRM_990acadfd858,19.0,18.0,1.0,CRM,3649.0,2025-08-27,2025-08-29,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250827_1500_chatuchak-cafe-aug25,chatuchak-cafe-aug25,single,,,,,0.0,2.0,0.5,,7072.9,372.2578947368421,7072.9,7072.9,372.2578947368421,,
CRM_997a7895474d,2.0,3.0,-1.0,CRM,3854.0,2025-05-26,2025-05-28,48.0,TH_BKK_ctnoti_netcore_single_N_N_active_20250526_1500_suan-bua-centara-grand-ladprao-may25,suan-bua-centara-grand-ladprao-may25,single,,,,,0.0,2.0,-0.5,,339.6,169.8,339.6,339.6,-169.8,,
CRM_9b85fc810407,2.0,0.0,2.0,CRM,1236.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,1.0,,259.68,129.84,259.68,259.68,259.68,,
CRM_9b8c29997ec8,2.0,1.0,1.0,CRM,3409.0,2025-07-09,2025-07-11,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250709_1500_you-i-premium-suki-buffet-jul25,you-i-premium-suki-buffet-jul25,group,,,,,0.0,2.0,0.5,,162.24,81.12,162.24,162.24,81.12,,
CRM_9b937dcefb1e,1.0,0.0,1.0,CRM,3543.0,2025-06-14,2025-06-16,48.0,TH_BKK_ctnoti_netcore_group_N_N_active_20250614_1100_11th-you-i-premium-suki-buffet-jun25,11th-you-i-premium-suki-buffet-jun25,group,,,,,0.0,2.0,0.5,,73.04,73.04,73.04,73.04,73.04,,
